index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,total_number_of_pixels,total_pixels_per_square_of_diag
554,hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),899.4,71,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
923,asus,Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),527.88,53,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
679,hp,HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),1293.16,71,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,2880,1800,windows,1,5184000,26448.979591836734
275,hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),767.88,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
545,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),460.19,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
716,acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),515.88,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
776,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),887.88,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,1,14.0,1920,1200,windows,1,2304000,11755.102040816326
602,acer,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),809.99,65,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
526,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),449.88,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
1001,asus,Asus Zenbook 14 2023 UM3402YA-KP541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),815.88,68,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,0,14.0,2560,1600,windows,1,4096000,20897.95918367347
19,hp,HP Victus 15-fb1017AX Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),665.88,71,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
899,asus,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),671.88,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
889,asus,Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),755.88,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,16.0,1920,1200,windows,1,2304000,9000.0
933,hp,HP Spectre x360 16-f2002TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),1750.79,79,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,1,16.0,3072,1920,windows,1,5898240,23040.0
772,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),515.88,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
379,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),623.88,63,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
89,lenovo,Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),419.88,66,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
67,dell,Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),869.88,70,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,0,16.0,2560,1600,windows,1,4096000,16000.0
437,dell,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),682.56,57,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
283,asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1739.88,85,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,15.6,2560,1440,windows,1,3686400,15147.92899408284
296,avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),256.68,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
372,hp,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),430.8,60,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1366,768,windows,1,1049088,4310.848126232742
366,lenovo,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),443.88,53,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
495,acer,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),635.88,70,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
289,lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),299.88,49,intel,celeron,4,2,4,HDD,128,SSD,128,intel,integrated,1,10.1,1200,800,windows,No information,960000,9410.842074306442
13,msi,MSI Thin GF63 12UC-846IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphics),635.88,71,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
193,msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),635.88,65,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
380,dell,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),683.88,57,intel,core i3,6,8,8,SSD,256,No secondary storage,0,intel,integrated,1,14.0,1920,1200,windows,1,2304000,11755.102040816326
491,asus,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1187.88,73,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
826,asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),839.88,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
234,asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1439.88,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,amd,dedicated,0,15.6,1920,1200,windows,1,2304000,9467.455621301775
580,asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),1139.88,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
705,msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1343.88,78,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
502,hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),533.88,62,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1366,768,windows,1,1049088,4310.848126232742
519,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1139.88,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,2,2073600,8520.710059171599
590,hp,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),937.2,67,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,1,14.0,1920,1080,windows,1,2073600,10579.591836734693
616,dell,Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),2267.88,80,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,0,16.0,1920,1200,windows,1,2304000,9000.0
187,msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),659.88,60,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1080,windows,1,2073600,10579.591836734693
672,hp,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),1052.28,70,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,1,15.6,1920,1080,windows,1,2073600,8520.710059171599
634,acer,Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),905.99,59,intel,core i7,10,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
593,lenovo,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1062.32,73,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
528,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),695.88,69,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
587,lenovo,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),833.93,60,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,0,14.0,1920,1200,windows,2,2304000,11755.102040816326
174,hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),731.88,66,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
259,acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),335.88,49,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,0,15.6,1920,1080,windows,1,2073600,8520.710059171599
641,hp,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),395.88,46,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,0,15.6,1366,768,windows,1,1049088,4310.848126232742
